origin,time,path,method,size,status_code
van10271.direct.ca,1995-08-01 00:06:10,/images/USA-logosmall.gif,GET,234,200
133.43.96.45,1995-08-01 00:06:10,/images/lc39a-logo.gif,GET,13116,200
van15422.direct.ca,1995-08-01 00:06:11,/software/winvn/winvn.html,GET,9866,200
in24.inetnebr.com,1995-08-01 00:06:11,/shuttle/missions/sts-68/news/sts-68-mcc-15.txt,GET,1588,200
van10271.direct.ca,1995-08-01 00:06:12,/images/WORLD-logosmall.gif,GET,669,200
134.h-pm2.vgs3.westel.com,1995-08-01 00:06:12,/images/KSC-logosmall.gif,GET,1204,200
134.h-pm2.vgs3.westel.com,1995-08-01 00:06:12,/images/MOSAIC-logosmall.gif,GET,363,200
134.h-pm2.vgs3.westel.com,1995-08-01 00:06:17,/images/USA-logosmall.gif,GET,234,200
piweba1y.prodigy.com,1995-08-01 00:06:17,/history/gemini/gemini.html,GET,2522,200
www-d3.proxy.aol.com,1995-08-01 00:06:17,/shuttle/missions/sts-71/movies/sts-71-mir-dock-2.mpg,GET,835394,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:06:20,/software/winvn/winvn.html,GET,9866,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:06:21,/software/winvn/winvn.gif,GET,25218,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:06:21,/images/construct.gif,GET,1414,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:06:21,/software/winvn/bluemarb.gif,GET,4441,200
134.h-pm2.vgs3.westel.com,1995-08-01 00:06:21,/images/WORLD-logosmall.gif,GET,669,200
piweba4y.prodigy.com,1995-08-01 00:06:24,/images/ksclogosmall.gif,GET,3635,200
js002.cc.utsunomiya-u.ac.jp,1995-08-01 00:06:25,/shuttle/resources/orbiters/discovery.html,GET,6849,200
ad06-061.compuserve.com,1995-08-01 00:06:28,/history/apollo/apollo-13/apollo-13.html,GET,18556,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:06:28,/software/winvn/wvsmall.gif,GET,13372,200
js002.cc.utsunomiya-u.ac.jp,1995-08-01 00:06:33,/shuttle/resources/orbiters/discovery-logo.gif,GET,4179,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:06:34,/images/KSC-logosmall.gif,GET,1204,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:06:34,/images/MOSAIC-logosmall.gif,GET,363,200
haraway.ucet.ufl.edu,1995-08-01 00:06:35,/shuttle/missions/sts-71/movies/sts-71-rollover.mpg,GET,569688,200
piweba4y.prodigy.com,1995-08-01 00:06:38,/history/apollo/images/footprint-logo.gif,GET,4209,200
133.43.96.45,1995-08-01 00:06:38,/images/kscmap-tiny.gif,GET,2537,200
js002.cc.utsunomiya-u.ac.jp,1995-08-01 00:06:39,/shuttle/resources/orbiters/orbiters-logo.gif,GET,1932,200
piweba1y.prodigy.com,1995-08-01 00:06:39,/history/apollo/apollo.html,GET,3260,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:06:39,/images/USA-logosmall.gif,GET,234,200
van15422.direct.ca,1995-08-01 00:06:40,/software/winvn/winvn.gif,GET,25218,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:06:41,/images/WORLD-logosmall.gif,GET,669,200
pm9.j51.com,1995-08-01 00:06:47,/images/dual-pad.gif,GET,141308,200
ad11-061.compuserve.com,1995-08-01 00:06:50,/,GET,7280,200
piweba1y.prodigy.com,1995-08-01 00:06:51,/history/apollo/images/footprint-small.gif,GET,18149,200
ad11-061.compuserve.com,1995-08-01 00:06:52,/images/ksclogo-medium.gif,GET,5866,200
uplherc.upl.com,1995-08-01 00:06:52,/shuttle/missions/sts-68/ksc-srl-image.html,GET,1404,200
uplherc.upl.com,1995-08-01 00:06:58,/shuttle/missions/sts-68/images/ksc-upclose.gif,GET,86984,200
ad11-061.compuserve.com,1995-08-01 00:06:59,/images/NASA-logosmall.gif,GET,786,200
ad11-061.compuserve.com,1995-08-01 00:06:59,/images/MOSAIC-logosmall.gif,GET,363,200
ad11-061.compuserve.com,1995-08-01 00:06:59,/images/USA-logosmall.gif,GET,234,200
ad11-061.compuserve.com,1995-08-01 00:07:00,/images/WORLD-logosmall.gif,GET,669,200
piweba4y.prodigy.com,1995-08-01 00:07:03,/history/apollo/apollo-13/apollo-13-patch-small.gif,GET,12859,200
www-c3.proxy.aol.com,1995-08-01 00:07:05,/images/,GET,17688,200
piweba1y.prodigy.com,1995-08-01 00:07:06,/history/apollo/images/apollo-logo1.gif,GET,1173,200
uplherc.upl.com,1995-08-01 00:07:07,/shuttle/missions/sts-68/images/ksc.gif,GET,152676,200
van15422.direct.ca,1995-08-01 00:07:08,/images/construct.gif,GET,1414,200
van15422.direct.ca,1995-08-01 00:07:11,/software/winvn/bluemarb.gif,GET,4441,200
ad11-061.compuserve.com,1995-08-01 00:07:13,/shuttle/countdown/,GET,4324,200
ad11-061.compuserve.com,1995-08-01 00:07:18,/images/KSC-logosmall.gif,GET,1204,200
van15422.direct.ca,1995-08-01 00:07:23,/software/winvn/wvsmall.gif,GET,13372,200
ad11-061.compuserve.com,1995-08-01 00:07:24,/shuttle/countdown/count70.gif,GET,46573,200
uplherc.upl.com,1995-08-01 00:07:31,/shuttle/missions/sts-66/sts-66-patch-small.gif,GET,20271,200
pm9.j51.com,1995-08-01 00:07:33,/facilities/mlp.html,GET,2653,200
js002.cc.utsunomiya-u.ac.jp,1995-08-01 00:07:33,/shuttle/resources/orbiters/discovery.gif,GET,0,404
piweba4y.prodigy.com,1995-08-01 00:07:35,/images/ksclogosmall.gif,GET,3635,200
pm9.j51.com,1995-08-01 00:07:35,/images/mlp-logo.gif,GET,28426,200
piweba1y.prodigy.com,1995-08-01 00:07:36,/history/apollo/apollo-13/apollo-13.html,GET,18556,200
uplherc.upl.com,1995-08-01 00:07:40,/shuttle/missions/sts-66/mission-sts-66.html,GET,174452,200
js002.cc.utsunomiya-u.ac.jp,1995-08-01 00:07:44,/shuttle/resources/orbiters/endeavour.html,GET,6168,200
ad06-061.compuserve.com,1995-08-01 00:07:44,/history/apollo/apollo-13/apollo-13-patch-small.gif,GET,12859,200
139.230.35.135,1995-08-01 00:07:44,/shuttle/countdown/,GET,4324,200
piweba3y.prodigy.com,1995-08-01 00:07:44,/images/ksclogo-medium.gif,GET,5866,200
in24.inetnebr.com,1995-08-01 00:07:47,/shuttle/missions/sts-68/news/sts-68-mcc-16.txt,GET,1365,200
piweba4y.prodigy.com,1995-08-01 00:07:53,/history/apollo/images/footprint-logo.gif,GET,4209,200
ad06-061.compuserve.com,1995-08-01 00:07:55,/images/ksclogosmall.gif,GET,3635,200
js002.cc.utsunomiya-u.ac.jp,1995-08-01 00:07:55,/shuttle/resources/orbiters/endeavour-logo.gif,GET,5052,200
ip-pdx6-54.teleport.com,1995-08-01 00:07:58,/history/apollo/images/footprint-small.gif,GET,18149,200
ip-pdx6-54.teleport.com,1995-08-01 00:07:59,/history/apollo/apollo-13/apollo-13-patch-small.gif,GET,12859,200
ip-pdx6-54.teleport.com,1995-08-01 00:08:01,/history/apollo/images/footprint-small.gif,GET,18149,200
piweba3y.prodigy.com,1995-08-01 00:08:01,/shuttle/missions/sts-71/mission-sts-71.html,GET,13450,200
ad06-061.compuserve.com,1995-08-01 00:08:07,/history/apollo/images/footprint-logo.gif,GET,4209,200
in24.inetnebr.com,1995-08-01 00:08:20,/shuttle/missions/sts-68/news/sts-68-mcc-17.txt,GET,2064,200
piweba3y.prodigy.com,1995-08-01 00:08:21,/shuttle/missions/sts-71/sts-71-patch-small.gif,GET,12054,200
piweba1y.prodigy.com,1995-08-01 00:08:29,/history/apollo/apollo-13/apollo-13-patch-small.gif,GET,12859,200
slip-4-12.ots.utexas.edu,1995-08-01 00:08:29,/history/gemini/gemini.html,GET,2522,200
piweba3y.prodigy.com,1995-08-01 00:08:29,/images/KSC-logosmall.gif,GET,1204,200
slip-4-12.ots.utexas.edu,1995-08-01 00:08:31,/images/gemini-logo.gif,GET,4452,200
slip-4-12.ots.utexas.edu,1995-08-01 00:08:32,/history/apollo/images/apollo-logo.gif,GET,3047,200
slip-4-12.ots.utexas.edu,1995-08-01 00:08:34,/images/ksclogosmall.gif,GET,3635,200
pm9.j51.com,1995-08-01 00:08:39,/ksc.html,GET,7280,200
uplherc.upl.com,1995-08-01 00:08:40,/shuttle/missions/sts-63/sts-63-patch-small.gif,GET,16102,200
uplherc.upl.com,1995-08-01 00:08:41,/shuttle/missions/sts-63/mission-sts-63.html,GET,53507,200
pm9.j51.com,1995-08-01 00:08:41,/images/ksclogo-medium.gif,GET,5866,200
piweba3y.prodigy.com,1995-08-01 00:08:42,/images/launch-logo.gif,GET,1713,200
ad11-061.compuserve.com,1995-08-01 00:08:42,"/cgi-bin/imagemap/countdown70?183,288",GET,110,302
pm9.j51.com,1995-08-01 00:08:45,/images/USA-logosmall.gif,GET,234,200
uplherc.upl.com,1995-08-01 00:08:46,/shuttle/resources/orbiters/discovery.html,GET,6849,200
ad11-061.compuserve.com,1995-08-01 00:08:46,/shuttle/missions/sts-70/movies/movies.html,GET,2979,200
uplherc.upl.com,1995-08-01 00:08:47,/shuttle/resources/orbiters/discovery-logo.gif,GET,4179,200
pm9.j51.com,1995-08-01 00:08:47,/images/NASA-logosmall.gif,GET,786,200
139.230.35.135,1995-08-01 00:08:47,/shuttle/countdown/,GET,0,304
piweba1y.prodigy.com,1995-08-01 00:08:47,/history/apollo/images/footprint-logo.gif,GET,4209,200
piweba3y.prodigy.com,1995-08-01 00:08:48,/history/apollo/images/apollo-logo1.gif,GET,1173,200
pm9.j51.com,1995-08-01 00:08:48,/images/MOSAIC-logosmall.gif,GET,363,200
ad11-061.compuserve.com,1995-08-01 00:08:49,/shuttle/missions/sts-70/sts-70-patch-small.gif,GET,5978,200
139.230.35.135,1995-08-01 00:08:50,/images/KSC-logosmall.gif,GET,1204,200
piweba4y.prodigy.com,1995-08-01 00:08:50,/history/apollo/images/footprint-logo.gif,GET,4209,200
uplherc.upl.com,1995-08-01 00:08:51,/shuttle/resources/orbiters/endeavour.html,GET,6168,200
uplherc.upl.com,1995-08-01 00:08:52,/shuttle/resources/orbiters/endeavour-logo.gif,GET,5052,200
pm9.j51.com,1995-08-01 00:08:52,/images/WORLD-logosmall.gif,GET,669,200
139.230.35.135,1995-08-01 00:08:52,/images/NASA-logosmall.gif,GET,786,200
uplherc.upl.com,1995-08-01 00:09:23,/shuttle/missions/sts-63/sts-63-patch.jpg,GET,122880,200
js002.cc.utsunomiya-u.ac.jp,1995-08-01 00:09:34,/shuttle/resources/orbiters/endeavour.gif,GET,16991,200
piweba1y.prodigy.com,1995-08-01 00:09:40,/history/apollo/images/footprint-logo.gif,GET,4209,200
in24.inetnebr.com,1995-08-01 00:09:41,/shuttle/missions/sts-68/news/sts-68-mcc-18.txt,GET,871,200
uplherc.upl.com,1995-08-01 00:09:44,/shuttle/missions/sts-70/mission-sts-70.html,GET,20224,200
uplherc.upl.com,1995-08-01 00:09:45,/shuttle/missions/sts-70/sts-70-patch-small.gif,GET,5978,200
slip-4-12.ots.utexas.edu,1995-08-01 00:09:50,/history/gemini/movies/gemini-launch.mpg,GET,104987,200
uplherc.upl.com,1995-08-01 00:09:55,/facilities/lc39a.html,GET,7008,200
uplherc.upl.com,1995-08-01 00:09:56,/images/lc39a-logo.gif,GET,13116,200
uplherc.upl.com,1995-08-01 00:09:57,/images/kscmap-tiny.gif,GET,2537,200
piweba3y.prodigy.com,1995-08-01 00:10:22,/shuttle/missions/sts-71/images/index71.gif,GET,337360,200
www-b5.proxy.aol.com,1995-08-01 00:10:23,/,GET,7280,200
dd09-012.compuserve.com,1995-08-01 00:10:26,/,GET,7280,200
uplherc.upl.com,1995-08-01 00:10:28,/images/rss.gif,GET,283389,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:10:34,/,GET,7280,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:10:40,/images/ksclogo-medium.gif,GET,5866,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:10:46,/images/NASA-logosmall.gif,GET,786,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:10:48,/images/MOSAIC-logosmall.gif,GET,363,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:10:49,/images/USA-logosmall.gif,GET,234,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:10:49,/images/WORLD-logosmall.gif,GET,669,200
www-b5.proxy.aol.com,1995-08-01 00:10:50,/history/history.html,GET,1602,200
143.158.26.50,1995-08-01 00:10:53,/,GET,7280,200
www-b5.proxy.aol.com,1995-08-01 00:10:55,/images/KSC-logosmall.gif,GET,1204,200
143.158.26.50,1995-08-01 00:10:55,/images/ksclogo-medium.gif,GET,5866,200
www-b5.proxy.aol.com,1995-08-01 00:10:55,/history/apollo/images/apollo-small.gif,GET,9630,200
143.158.26.50,1995-08-01 00:11:02,/images/NASA-logosmall.gif,GET,786,200
www-b5.proxy.aol.com,1995-08-01 00:11:05,/history/apollo/apollo.html,GET,3260,200
143.158.26.50,1995-08-01 00:11:06,/images/MOSAIC-logosmall.gif,GET,0,200
dd09-012.compuserve.com,1995-08-01 00:11:06,/images/ksclogo-medium.gif,GET,5866,200
www-b5.proxy.aol.com,1995-08-01 00:11:11,/history/apollo/images/footprint-small.gif,GET,18149,200
www-b5.proxy.aol.com,1995-08-01 00:11:11,/history/apollo/images/apollo-logo1.gif,GET,1173,200
dd09-012.compuserve.com,1995-08-01 00:11:13,/images/NASA-logosmall.gif,GET,786,200
dd09-012.compuserve.com,1995-08-01 00:11:15,/images/MOSAIC-logosmall.gif,GET,363,200
dd09-012.compuserve.com,1995-08-01 00:11:18,/images/USA-logosmall.gif,GET,234,200
delorme.richard.i4e000.ic.gc.ca,1995-08-01 00:11:18,/shuttle/technology/images/mission_profile_2-small.gif,GET,35540,200
dd09-012.compuserve.com,1995-08-01 00:11:19,/images/WORLD-logosmall.gif,GET,669,200
delorme.richard.i4e000.ic.gc.ca,1995-08-01 00:11:24,/shuttle/technology/images/tal_abort_2-small.gif,GET,10099,200
www-b5.proxy.aol.com,1995-08-01 00:11:28,/history/apollo/apollo-13/apollo-13.html,GET,18556,200
uplherc.upl.com,1995-08-01 00:11:43,/shuttle/missions/sts-26/mission-sts-26.html,GET,6960,200
uplherc.upl.com,1995-08-01 00:11:45,/shuttle/missions/sts-26/sts-26-patch-small.gif,GET,9581,200
ykline6.internorth.com,1995-08-01 00:11:47,/images/,GET,17688,200
www-b5.proxy.aol.com,1995-08-01 00:11:59,/images/ksclogosmall.gif,GET,3635,200
www-b5.proxy.aol.com,1995-08-01 00:11:59,/history/apollo/images/footprint-logo.gif,GET,4209,200
piweba1y.prodigy.com,1995-08-01 00:12:07,/history/apollo/apollo-13/apollo-13-info.html,GET,1583,200
ad06-061.compuserve.com,1995-08-01 00:12:10,/history/apollo/apollo-13/apollo-13.html,GET,18556,200
ns2.sharp.co.jp,1995-08-01 00:12:15,/,GET,7280,200
pipe1.nyc.pipeline.com,1995-08-01 00:12:22,/history/apollo/apollo-13/apollo-13.html,GET,18556,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:12:28,/shuttle/missions/missions.html,GET,8677,200
38.10.180.30,1995-08-01 00:12:29,/msfc/astro_home.html,GET,0,200
in24.inetnebr.com,1995-08-01 00:12:31,/shuttle/missions/sts-68/mission-sts-68.html,GET,49702,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:12:36,/images/launchmedium.gif,GET,11853,200
pipe1.nyc.pipeline.com,1995-08-01 00:12:37,"/history/apollo/apollo-13/apollo-13-patch-small.gif""",GET,12859,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:12:42,/images/KSC-logosmall.gif,GET,1204,200
uplherc.upl.com,1995-08-01 00:12:46,/shuttle/technology/sts-newsref/sts_asm.html,GET,71654,200
139.230.35.135,1995-08-01 00:12:47,/shuttle/countdown/count70.gif,GET,46573,200
uplherc.upl.com,1995-08-01 00:12:48,/shuttle/technology/images/srb_mod_compare_6-small.gif,GET,28219,200
ns2.sharp.co.jp,1995-08-01 00:12:48,/images/ksclogo-medium.gif,GET,5866,200
uplherc.upl.com,1995-08-01 00:12:49,/shuttle/technology/images/srb_mod_compare_1-small.gif,GET,36902,200
uplherc.upl.com,1995-08-01 00:12:50,/shuttle/technology/images/srb_mod_compare_3-small.gif,GET,55666,200
uplherc.upl.com,1995-08-01 00:12:53,/images/shuttle-patch-logo.gif,GET,891,200
ns2.sharp.co.jp,1995-08-01 00:13:07,/images/NASA-logosmall.gif,GET,786,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:13:12,/software/winvn/userguide/3_1_1_11.htm,GET,3317,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:13:14,/software/winvn/userguide/docscont.gif,GET,479,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:13:14,/software/winvn/userguide/docsrigh.gif,GET,483,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:13:15,/software/winvn/userguide/winvn30.gif,GET,3582,200
ix-dfw12-08.ix.netcom.com,1995-08-01 00:13:15,/software/winvn/userguide/docsleft.gif,GET,494,200
128.159.129.170,1995-08-01 00:13:16,/,GET,7280,200
ns2.sharp.co.jp,1995-08-01 00:13:16,/images/MOSAIC-logosmall.gif,GET,363,200
128.159.129.170,1995-08-01 00:13:16,/images/ksclogo-medium.gif,GET,5866,200
128.159.129.170,1995-08-01 00:13:18,/images/NASA-logosmall.gif,GET,786,200
128.159.129.170,1995-08-01 00:13:18,/images/MOSAIC-logosmall.gif,GET,363,200
128.159.129.170,1995-08-01 00:13:19,/images/USA-logosmall.gif,GET,234,200
128.159.129.170,1995-08-01 00:13:19,/images/WORLD-logosmall.gif,GET,669,200
ns2.sharp.co.jp,1995-08-01 00:13:24,/images/USA-logosmall.gif,GET,234,200
www-d3.proxy.aol.com,1995-08-01 00:13:30,/images/,GET,17688,200
dd09-012.compuserve.com,1995-08-01 00:13:30,/facts/facts.html,GET,4722,200
ns2.sharp.co.jp,1995-08-01 00:13:34,/images/WORLD-logosmall.gif,GET,669,200
dd09-012.compuserve.com,1995-08-01 00:13:36,/images/faq.gif,GET,263,200
dd09-012.compuserve.com,1995-08-01 00:13:40,/images/KSC-logosmall.gif,GET,1204,200
in24.inetnebr.com,1995-08-01 00:13:42,/shuttle/missions/sts-68/mission-sts-68.html,GET,49702,200
pm9.j51.com,1995-08-01 00:13:43,/history/apollo/apollo-spacecraft.txt,GET,2261,200
piweba1y.prodigy.com,1995-08-01 00:13:46,/history/apollo/apollo-13/apollo-13-info.html,GET,1583,200
www-d3.proxy.aol.com,1995-08-01 00:13:47,/icons/blank.xbm,GET,509,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:13:48,/shuttle/missions/sts-1/mission-sts-1.html,GET,8492,200
www-d3.proxy.aol.com,1995-08-01 00:13:51,/icons/image.xbm,GET,509,200
www-d3.proxy.aol.com,1995-08-01 00:13:52,/icons/menu.xbm,GET,527,200
www-d3.proxy.aol.com,1995-08-01 00:13:58,/icons/unknown.xbm,GET,515,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:14:00,/shuttle/missions/sts-1/sts-1-patch-small.gif,GET,14176,200
dd09-012.compuserve.com,1995-08-01 00:14:01,/facts/faq07.html,GET,10877,200
139.230.35.135,1995-08-01 00:14:04,/htbin/cdt_main.pl,GET,3714,200
piweba1y.prodigy.com,1995-08-01 00:14:04,/history/apollo/apollo-13/movies/,GET,945,200
143.158.26.50,1995-08-01 00:14:07,/,GET,7280,200
143.158.26.50,1995-08-01 00:14:09,/images/ksclogo-medium.gif,GET,5866,200
143.158.26.50,1995-08-01 00:14:11,/images/NASA-logosmall.gif,GET,786,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:14:12,/images/launch-logo.gif,GET,1713,200
piweba1y.prodigy.com,1995-08-01 00:14:15,/icons/blank.xbm,GET,509,200
143.158.26.50,1995-08-01 00:14:16,/images/MOSAIC-logosmall.gif,GET,363,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:14:16,/history/apollo/images/apollo-logo1.gif,GET,1173,200
143.158.26.50,1995-08-01 00:14:20,/images/USA-logosmall.gif,GET,234,200
143.158.26.50,1995-08-01 00:14:24,/images/WORLD-logosmall.gif,GET,669,200
piweba1y.prodigy.com,1995-08-01 00:14:24,/icons/menu.xbm,GET,527,200
uplherc.upl.com,1995-08-01 00:14:38,/images/shuttle-patch-small.gif,GET,4179,200
uplherc.upl.com,1995-08-01 00:14:41,/shuttle/technology/sts-newsref/stsref-toc.html,GET,84905,200
143.158.26.50,1995-08-01 00:14:41,/shuttle/countdown/,GET,4324,200
143.158.26.50,1995-08-01 00:14:44,/shuttle/countdown/count70.gif,GET,46573,200
139.230.35.135,1995-08-01 00:14:45,/htbin/cdt_main.pl,GET,3714,200
139.230.35.135,1995-08-01 00:14:48,/shuttle/countdown/images/countclock.gif,GET,13994,200
143.158.26.50,1995-08-01 00:14:48,/images/KSC-logosmall.gif,GET,1204,200
133.43.96.45,1995-08-01 00:14:50,/history/apollo/apollo.html,GET,3260,200
piweba1y.prodigy.com,1995-08-01 00:14:51,/icons/movie.xbm,GET,530,200
dd09-012.compuserve.com,1995-08-01 00:14:57,/images/ksclogosmall.gif,GET,3635,200
143.158.26.50,1995-08-01 00:14:59,/shuttle/missions/sts-70/mission-sts-70.html,GET,20224,200
js002.cc.utsunomiya-u.ac.jp,1995-08-01 00:15:01,/images/launch.gif,GET,240458,200
139.230.35.135,1995-08-01 00:15:03,/images/NASA-logosmall.gif,GET,0,304
143.158.26.50,1995-08-01 00:15:06,/shuttle/missions/sts-70/sts-70-patch-small.gif,GET,5978,200
rainbow.mts.chiba-u.ac.jp,1995-08-01 00:15:09,/persons/astronauts/u-to-z/YoungJW.txt,GET,7114,200
143.158.26.50,1995-08-01 00:15:09,/images/launch-logo.gif,GET,1713,200
143.158.26.50,1995-08-01 00:15:11,/history/apollo/images/apollo-logo1.gif,GET,1173,200
133.43.96.45,1995-08-01 00:15:12,/history/apollo/images/footprint-small.gif,GET,18149,200
194.157.109.130,1995-08-01 00:15:33,/history/history.html,GET,1602,200
194.157.109.130,1995-08-01 00:15:35,/history/apollo/images/apollo-small.gif,GET,9630,200
194.157.109.130,1995-08-01 00:15:41,/history/rocket-history.txt,GET,26990,200
uplherc.upl.com,1995-08-01 00:15:47,/shuttle/technology/sts-newsref/sts-av.html,GET,117168,200
rdr4.ccinet.ab.ca,1995-08-01 00:16:08,/shuttle/countdown/,GET,4324,200
rdr4.ccinet.ab.ca,1995-08-01 00:16:10,/shuttle/countdown/count70.gif,GET,0,304
rdr4.ccinet.ab.ca,1995-08-01 00:16:11,/images/NASA-logosmall.gif,GET,0,304
uplherc.upl.com,1995-08-01 00:16:12,/shuttle/technology/sts-newsref/sts-gnnc.html,GET,119561,200
rdr4.ccinet.ab.ca,1995-08-01 00:16:12,/images/KSC-logosmall.gif,GET,0,304
131.235.117.31,1995-08-01 00:16:15,/images/,GET,17688,200
uplherc.upl.com,1995-08-01 00:16:15,/images/launch-small.gif,GET,3938,200
131.235.117.31,1995-08-01 00:16:17,/icons/blank.xbm,GET,509,200
131.235.117.31,1995-08-01 00:16:17,/icons/menu.xbm,GET,527,200
131.235.117.31,1995-08-01 00:16:18,/icons/image.xbm,GET,509,200
131.235.117.31,1995-08-01 00:16:22,/icons/unknown.xbm,GET,515,200
ad10-015.compuserve.com,1995-08-01 00:16:43,/shuttle/missions/51-l/mission-51-l.html,GET,6658,200
dialip129.gov.bc.ca,1995-08-01 00:16:47,/history/apollo/apollo.html,GET,3260,200
async59.ts-p-caps.caps.maine.edu,1995-08-01 00:16:49,/software/winvn/wvlarge.gif,GET,8192,200
delorme.richard.i4e000.ic.gc.ca,1995-08-01 00:16:56,/shuttle/technology/images/sts_spec_6-small.gif,GET,47145,200
ad10-015.compuserve.com,1995-08-01 00:16:57,/shuttle/missions/51-l/51-l-patch-small.gif,GET,10495,200
palpk-s13.intac.com,1995-08-01 00:16:59,/images/,GET,17688,200
scctn02.sp.ac.sg,1995-08-01 00:16:59,/,GET,7280,200
palpk-s13.intac.com,1995-08-01 00:17:01,/icons/blank.xbm,GET,509,200
palpk-s13.intac.com,1995-08-01 00:17:01,/icons/menu.xbm,GET,527,200
palpk-s13.intac.com,1995-08-01 00:17:01,/icons/image.xbm,GET,509,200
palpk-s13.intac.com,1995-08-01 00:17:05,/icons/unknown.xbm,GET,515,200
143.158.26.50,1995-08-01 00:17:18,/history/history.html,GET,1602,200
palpk-s13.intac.com,1995-08-01 00:17:20,/images/NASAseal-small.gif,GET,2027,200
143.158.26.50,1995-08-01 00:17:22,/history/apollo/images/apollo-small.gif,GET,9630,200
dialip129.gov.bc.ca,1995-08-01 00:17:23,/history/apollo/apollo-11/apollo-11.html,GET,44877,200
143.158.26.50,1995-08-01 00:17:29,/shuttle/missions/missions.html,GET,8677,200
139.230.35.135,1995-08-01 00:17:29,/shuttle/countdown/liftoff.html,GET,5220,200
palpk-s13.intac.com,1995-08-01 00:17:31,/images/KSC-94EC-412-small.gif,GET,20484,200
143.158.26.50,1995-08-01 00:17:32,/images/launchmedium.gif,GET,11853,200
ad11-061.compuserve.com,1995-08-01 00:17:38,/shuttle/missions/sts-70/movies/sts-70-launch.mpg,GET,717587,200
139.230.35.135,1995-08-01 00:17:41,/shuttle/countdown/liftoff.html,GET,5220,200
139.230.35.135,1995-08-01 00:17:53,/shuttle/countdown/liftoff.html,GET,5220,200
delorme.richard.i4e000.ic.gc.ca,1995-08-01 00:17:54,/shuttle/technology/images/launch_sites_8-small.gif,GET,74267,200
ykline6.internorth.com,1995-08-01 00:17:55,/images/landing-small.gif,GET,16966,200
143.158.26.50,1995-08-01 00:18:00,/shuttle/missions/61-b/mission-61-b.html,GET,6468,200
143.158.26.50,1995-08-01 00:18:06,/shuttle/missions/61-b/61-b-patch-small.gif,GET,12722,200
143.158.26.50,1995-08-01 00:18:12,/shuttle/missions/61-c/mission-61-c.html,GET,8337,200
143.158.26.50,1995-08-01 00:18:17,/shuttle/missions/61-c/61-c-patch-small.gif,GET,11963,200
palpk-s13.intac.com,1995-08-01 00:18:27,/images/bluemarb.gif,GET,4441,200
143.158.26.50,1995-08-01 00:18:39,/shuttle/missions/51-c/mission-51-c.html,GET,4551,200
143.158.26.50,1995-08-01 00:18:40,/shuttle/missions/51-c/51-c-patch-small.gif,GET,12632,200
dialip129.gov.bc.ca,1995-08-01 00:18:42,/history/apollo/apollo-11/apollo-11-info.html,GET,1457,200
143.158.26.50,1995-08-01 00:18:49,/shuttle/missions/51-d/mission-51-d.html,GET,6544,200
143.158.26.50,1995-08-01 00:18:51,/shuttle/missions/51-d/51-d-patch-small.gif,GET,15573,200
palpk-s13.intac.com,1995-08-01 00:19:04,/images/construct.gif,GET,1414,200
dialip129.gov.bc.ca,1995-08-01 00:19:07,/history/apollo/apollo-11/apollo-11-info.html,GET,1457,200
pm9.j51.com,1995-08-01 00:19:09,/history/apollo/apollo-goals.txt,GET,712,200
uplherc.upl.com,1995-08-01 00:19:09,/shuttle/technology/images/sts_body_2-small.gif,GET,30067,200
uplherc.upl.com,1995-08-01 00:19:15,/shuttle/technology/sts-newsref/sts_coord.html,GET,136804,200
uplherc.upl.com,1995-08-01 00:19:16,/shuttle/technology/images/crew_compartment_13-small.gif,GET,79088,200
uplherc.upl.com,1995-08-01 00:19:17,/shuttle/technology/images/aft_fuselage_2-small.gif,GET,45632,200
www-b3.proxy.aol.com,1995-08-01 00:19:27,/images/,GET,17688,200
ppp3_069.bekkoame.or.jp,1995-08-01 00:19:32,/shuttle/countdown/,GET,4324,200
